"","sero_id","iso3c","geo_id","country","region","geo_level","date completed","date","sample.size","result.pct","continent"
"305",55,"USA","USA_PHI2","United States","Philadelphia Metro Area",3,2020-05-30,2020-05-28,1743,3.63,"Americas"
"306",53,"USA","USA_CT","United States","Connecticut",2,2020-05-26,2020-05-24,1800,5.18,"Americas"
"307",52,"USA","USA_MIN1","United States","Minnesota",3,2020-05-12,2020-05-06,860,2.35,"Americas"
"308",51,"USA","USA_SEA2","United States","Western Washington Region",3,2020-05-11,2020-05-04,1719,2.06,"Americas"
"309",50,"USA","USA_NYC2","United States","New York City Metro Area",3,2020-05-06,2020-04-30,1116,23.2,"Americas"
"310",49,"USA","USA_CT","United States","Connecticut",2,2020-05-03,2020-04-30,1431,4.94,"Americas"
"311",48,"USA","USA_UT","United States","Utah",2,2020-05-03,2020-04-26,1132,2.18,"Americas"
"312",47,"USA","USA_BAY1","United States","San Francisco Bay Area",3,2020-04-27,2020-04-25,1224,0.97,"Americas"
"313",46,"USA","USA_MO","United States","Missouri",2,2020-04-26,2020-04-23,1882,2.65,"Americas"
"314",44,"USA","USA_PHI1","United States","Philadelphia Metro Area",3,2020-04-25,2020-04-19,824,3.19,"Americas"
"315",45,"USA","USA_FLO1","United States","South Florida",3,2020-04-24,2020-04-22,1280,2.85,"Americas"
"316",68,"USA","USA_LOS1","United States","Los Angeles",3,2020-04-14,2020-04-12,863,4.65,"Americas"
"317",43,"USA","USA_FLO1","United States","South Florida",3,2020-04-10,2020-04-08,1742,1.85,"Americas"
"318",42,"USA","USA_LA","United States","Louisiana",2,2020-04-08,2020-04-04,1184,5.75,"Americas"
"319",40,"USA","USA_NYC1","United States","New York City Metro Area",3,2020-04-01,2020-03-27,2482,6.93,"Americas"
"320",41,"USA","USA_SEA1","United States","Western Washington Region",3,2020-04-01,2020-03-27,3264,1.13,"Americas"
